,gene_id,gene_name
787,ENSG00000133226,SRRM1
788,ENSG00000284699,AL445648.1
789,ENSG00000169504,CLIC4
790,ENSG00000238482,RNU6-1208P
791,ENSG00000020633,RUNX3
792,ENSG00000278034,MIR6731
793,ENSG00000229162,AL445471.1
794,ENSG00000261025,AL445471.2
795,ENSG00000264371,MIR4425
796,ENSG00000285823,AL050344.2
797,ENSG00000233755,AL050344.1
798,ENSG00000233419,AL121994.1
799,ENSG00000231953,AL031432.1
800,ENSG00000117614,SYF2
801,ENSG00000284602,AL031432.4
802,ENSG00000284657,AL031432.5
803,ENSG00000117616,RSRP1
804,ENSG00000272432,AL031432.3
805,ENSG00000261349,AL031432.2
806,ENSG00000187010,RHD
807,ENSG00000224183,SDHDP6
808,ENSG00000259984,AL928711.1
809,ENSG00000183726,TMEM50A
810,ENSG00000188672,RHCE
811,ENSG00000238084,AL031284.1
812,ENSG00000204178,MACO1
813,ENSG00000157978,LDLRAP1
814,ENSG00000225643,AL606491.1
815,ENSG00000117643,MAN1C1
816,ENSG00000233478,AL031280.1
817,ENSG00000162430,SELENON
818,ENSG00000255054,AL020996.2
819,ENSG00000228172,AL020996.1
820,ENSG00000117640,MTFR1L
821,ENSG00000272478,AL020996.3
822,ENSG00000127423,AUNIP
823,ENSG00000236528,AL033528.2
824,ENSG00000182749,PAQR7
825,ENSG00000207302,RF00019
826,ENSG00000117632,STMN1
827,ENSG00000229786,SNRPFP2
828,ENSG00000223624,AL033528.1
829,ENSG00000283938,MIR3917
830,ENSG00000158006,PAFAH2
831,ENSG00000207237,RNU6-110P
832,ENSG00000252190,RF00492
833,ENSG00000252691,RF00283
834,ENSG00000158008,EXTL1
835,ENSG00000158014,SLC30A2
836,ENSG00000284309,AL391650.2
837,ENSG00000158022,TRIM63
838,ENSG00000175087,PDIK1L
839,ENSG00000197245,FAM110D
840,ENSG00000282872,C1orf232
841,ENSG00000236782,AL391650.1
842,ENSG00000142684,ZNF593
843,ENSG00000142675,CNKSR1
844,ENSG00000188782,CATSPER4
845,ENSG00000236155,AL355877.1
846,ENSG00000278572,AL355877.3
847,ENSG00000130695,CEP85
848,ENSG00000270733,AL355877.2
849,ENSG00000142669,SH3BGRL3
850,ENSG00000158062,UBXN11
851,ENSG00000169442,CD52
852,ENSG00000176092,CRYBG2
853,ENSG00000225854,AL451139.1
854,ENSG00000176083,ZNF683
855,ENSG00000131914,LIN28A
856,ENSG00000117682,DHDDS
857,ENSG00000223583,AL513365.1
858,ENSG00000225891,AL513365.2
859,ENSG00000198830,HMGN2
860,ENSG00000224129,DPPA2P2
861,ENSG00000117676,RPS6KA1
862,ENSG00000238705,MIR1976
863,ENSG00000243905,RN7SL679P
864,ENSG00000252802,RF00019
865,ENSG00000252429,RNU7-29P
866,ENSG00000229247,AL627313.1
867,ENSG00000238316,RF01210
868,ENSG00000235069,AL627082.1
869,ENSG00000260063,AL512408.1
870,ENSG00000117713,ARID1A
871,ENSG00000060642,PIGV
872,ENSG00000241188,RN7SL165P
873,ENSG00000204160,ZDHHC18
874,ENSG00000175793,SFN
875,ENSG00000226698,AL034380.1
876,ENSG00000142751,GPN2
877,ENSG00000198746,GPATCH3
878,ENSG00000090273,NUDC
879,ENSG00000131910,NR0B2
880,ENSG00000175707,KDF1
881,ENSG00000172746,RPL12P13
882,ENSG00000224064,AL356390.1
883,ENSG00000225294,OSTCP2
884,ENSG00000253368,TRNP1
885,ENSG00000158246,TENT5B
886,ENSG00000090020,SLC9A1
887,ENSG00000229985,AL590640.2
888,ENSG00000214973,CHCHD3P3
889,ENSG00000225159,NPM1P39
890,ENSG00000225990,SNRPEP7
891,ENSG00000224311,AL590640.1
892,ENSG00000142784,WDTC1
893,ENSG00000252098,RF00019
894,ENSG00000243659,FO393419.3
895,ENSG00000186501,TMEM222
896,ENSG00000206888,RNU6-48P
897,ENSG00000241547,ACTG1P20
898,ENSG00000142765,SYTL1
899,ENSG00000142733,MAP3K6
900,ENSG00000142748,FCN3
901,ENSG00000174950,CD164L2
902,ENSG00000231207,FO393419.1
903,ENSG00000181773,GPR3
904,ENSG00000158195,WASF2
905,ENSG00000241169,FO393419.2
906,ENSG00000237429,BX293535.1
907,ENSG00000126705,AHDC1
908,ENSG00000000938,FGR
909,ENSG00000235912,AL031729.1
910,ENSG00000233975,LINC02574
911,ENSG00000126709,IFI6
912,ENSG00000225886,AL445490.1
913,ENSG00000206767,RNU6-949P
914,ENSG00000226662,CHMP1AP1
915,ENSG00000207095,RNU6-424P
916,ENSG00000009780,FAM76A
917,ENSG00000231344,AL020997.1
918,ENSG00000230833,RPEP3
919,ENSG00000117758,STX12
920,ENSG00000269971,AL020997.2
921,ENSG00000270031,AL020997.3
922,ENSG00000223062,RNU6-1245P
923,ENSG00000117751,PPP1R8
924,ENSG00000252947,SCARNA1
925,ENSG00000130775,THEMIS2
926,ENSG00000117748,RPA2
927,ENSG00000130768,SMPDL3B
928,ENSG00000227050,AL512288.1
929,ENSG00000158156,XKR8
930,ENSG00000158161,EYA3
931,ENSG00000238231,AL512288.2
932,ENSG00000240750,RN7SL559P
933,ENSG00000228589,SPCS2P4
934,ENSG00000228943,AL137792.2
935,ENSG00000214812,AL137792.1
936,ENSG00000253005,RNU6-176P
937,ENSG00000169403,PTAFR
938,ENSG00000126698,DNAJC8
939,ENSG00000130770,ATP5IF1
940,ENSG00000270605,AL353622.1
941,ENSG00000271398,AL353622.2
942,ENSG00000130766,SESN2
943,ENSG00000130772,MED18
944,ENSG00000204138,PHACTR4
945,ENSG00000206779,RF00019
946,ENSG00000229820,CR391992.1
947,ENSG00000221216,RNU6ATAC27P
948,ENSG00000180198,RCC1
949,ENSG00000242125,SNHG3
950,ENSG00000274266,SNORA73A
951,ENSG00000200087,SNORA73B
952,ENSG00000231468,PRDX3P2
953,ENSG00000279443,AL513497.1
954,ENSG00000180098,TRNAU1AP
955,ENSG00000197989,SNHG12
956,ENSG00000221539,SNORD99
957,ENSG00000278274,SNORA61
958,ENSG00000273544,SNORA44
959,ENSG00000280498,SNORA16A
960,ENSG00000274582,SNORA16A
961,ENSG00000120656,TAF12
962,ENSG00000188060,RAB42
963,ENSG00000229388,LINC01715
964,ENSG00000270103,AL360012.1
965,ENSG00000274978,RNU11
966,ENSG00000162419,GMEB1
967,ENSG00000252777,RF00422
968,ENSG00000198492,YTHDF2
969,ENSG00000116329,OPRD1
970,ENSG00000233427,AL009181.1
971,ENSG00000199756,RF00019
972,ENSG00000159023,EPB41
973,ENSG00000225616,AL138785.1
974,ENSG00000206704,RF00019
975,ENSG00000277958,RF00017
976,ENSG00000253304,TMEM200B
977,ENSG00000225750,AL357500.1
978,ENSG00000116350,SRSF4
979,ENSG00000277916,RF02271
980,ENSG00000116353,MECR
981,ENSG00000237934,AL590729.1
982,ENSG00000060656,PTPRU
983,ENSG00000230523,LINC01756
984,ENSG00000225011,AL671862.1
985,ENSG00000228176,AC092265.1
986,ENSG00000284676,AL645944.2
987,ENSG00000270927,AL645944.1
988,ENSG00000233399,LINC01648
989,ENSG00000233372,AL137076.1
990,ENSG00000231251,AL021921.1
991,ENSG00000236335,AL161638.2
992,ENSG00000231949,AL161638.1
993,ENSG00000162510,MATN1
994,ENSG00000186056,MATN1-AS1
995,ENSG00000162511,LAPTM5
996,ENSG00000264773,MIR4420
997,ENSG00000229607,AL137027.1
998,ENSG00000223382,LINC01778
999,ENSG00000222784,RN7SKP91
1000,ENSG00000235143,AL445235.1
1001,ENSG00000162512,SDC3
1002,ENSG00000266210,RN7SL371P
1003,ENSG00000134644,PUM1
1004,ENSG00000237329,AL356320.2
1005,ENSG00000232768,AL356320.1
1006,ENSG00000215900,SELENOWP1
1007,ENSG00000225142,AC114495.1
1008,ENSG00000084628,NKAIN1
1009,ENSG00000060688,SNRNP40
1010,ENSG00000229447,AC114495.2
1011,ENSG00000121766,ZCCHC17
1012,ENSG00000229044,AL451070.1
1013,ENSG00000121769,FABP3
1014,ENSG00000168528,SERINC2
1015,ENSG00000215899,AC209007.1
1016,ENSG00000206981,RNU6-40P
1017,ENSG00000260386,LINC01225
1018,ENSG00000265961,RF00019
1019,ENSG00000284543,LINC01226
1020,ENSG00000229167,AC114488.1
1021,ENSG00000142910,TINAGL1
1022,ENSG00000121764,HCRTR1
1023,ENSG00000162517,PEF1
1024,ENSG00000235790,AC114488.2
1025,ENSG00000264078,AC114488.3
1026,ENSG00000084636,COL16A1
1027,ENSG00000121753,ADGRB2
1028,ENSG00000266580,MIR4254
1029,ENSG00000254545,AL354919.2
1030,ENSG00000134668,SPOCD1
1031,ENSG00000203620,AL354919.1
1032,ENSG00000269967,AL136115.2
1033,ENSG00000184007,PTP4A2
1034,ENSG00000228634,AL136115.1
1035,ENSG00000284702,AL136115.3
1036,ENSG00000121774,KHDRBS1
1037,ENSG00000203325,AL445248.1
1038,ENSG00000121775,TMEM39B
1039,ENSG00000266203,MIR5585
1040,ENSG00000276493,RF00017
1041,ENSG00000025800,KPNA6
1042,ENSG00000250135,AL049795.2
1043,ENSG00000084652,TXLNA
1044,ENSG00000160050,CCDC28B
1045,ENSG00000224066,AL049795.1
1046,ENSG00000160051,IQCC
1047,ENSG00000222046,DCDC2B
1048,ENSG00000160055,TMEM234
1049,ENSG00000084623,EIF3I
1050,ENSG00000220785,MTMR9LP
1051,ENSG00000183615,FAM167B
1052,ENSG00000182866,LCK
1053,ENSG00000277617,RF00017
1054,ENSG00000252450,RF00019
1055,ENSG00000116478,HDAC1
1056,ENSG00000175130,MARCKSL1
1057,ENSG00000233775,AL109945.1
1058,ENSG00000162526,TSSK3
1059,ENSG00000225828,FAM229A
1060,ENSG00000160058,BSDC1
1061,ENSG00000224333,GAPDHP20
1062,ENSG00000270850,AL356986.1
1063,ENSG00000229259,LRRC37A12P
1064,ENSG00000263529,RN7SL122P
1065,ENSG00000254553,AL033529.1
1066,ENSG00000273274,ZBTB8B
1067,ENSG00000160062,ZBTB8A
1068,ENSG00000176261,ZBTB8OS
1069,ENSG00000200591,RF00019
1070,ENSG00000162521,RBBP4
1071,ENSG00000162520,SYNC
1072,ENSG00000224409,AC114489.1
1073,ENSG00000162522,KIAA1522
1074,ENSG00000134684,YARS
1075,ENSG00000116497,S100PBP
1076,ENSG00000160097,FNDC5
1077,ENSG00000121905,HPCA
1078,ENSG00000121900,TMEM54
1079,ENSG00000116514,RNF19B
1080,ENSG00000278966,AL031602.1
1081,ENSG00000217644,AL355864.1
1082,ENSG00000239670,AL355864.2
1083,ENSG00000236065,AL020995.1
1084,ENSG00000004455,AK2
1085,ENSG00000276645,RF00017
1086,ENSG00000142920,AZIN2
1087,ENSG00000278997,AL662907.1
1088,ENSG00000116525,TRIM62
1089,ENSG00000279179,AL662907.2
1090,ENSG00000284721,AL662907.3
1091,ENSG00000160094,ZNF362
1092,ENSG00000270115,AL513327.3
1093,ENSG00000184389,A3GALT2
1094,ENSG00000225313,AL513327.1
1095,ENSG00000134686,PHC2
1096,ENSG00000284154,MIR3605
1097,ENSG00000222112,RN7SKP16
1098,ENSG00000233246,AL513327.2
1099,ENSG00000234512,TLR12P
1100,ENSG00000121903,ZSCAN20
1101,ENSG00000235907,AC115285.1
1102,ENSG00000121904,CSMD2
1103,ENSG00000227000,HSPD1P14
1104,ENSG00000176256,HMGB4
1105,ENSG00000231163,CSMD2-AS1
1106,ENSG00000201148,RNA5SP42
1107,ENSG00000142698,C1orf94
1108,ENSG00000270241,AC115286.1
1109,ENSG00000207941,MIR552
1110,ENSG00000163866,SMIM12
1111,ENSG00000189280,GJB5
1112,ENSG00000189433,GJB4
1113,ENSG00000255811,AL121988.1
1114,ENSG00000188910,GJB3
1115,ENSG00000187513,GJA4
1116,ENSG00000230163,AL122010.1
1117,ENSG00000116544,DLGAP3
1118,ENSG00000284773,AC114490.3
1119,ENSG00000241014,AC114490.1
1120,ENSG00000271741,AC114490.2
1121,ENSG00000243749,TMEM35B
1122,ENSG00000163867,ZMYM6
1123,ENSG00000197056,ZMYM1
1124,ENSG00000233940,RPL12P45
1125,ENSG00000228348,EFCAB14P1
1126,ENSG00000284640,AL590434.1
1127,ENSG00000116560,SFPQ
1128,ENSG00000201868,RF00019
1129,ENSG00000146463,ZMYM4
1130,ENSG00000240374,RN7SL503P
1131,ENSG00000201542,RF00091
1132,ENSG00000229994,RPL5P4
1133,ENSG00000227409,ZMYM4-AS1
1134,ENSG00000278702,RF00017
1135,ENSG00000142687,KIAA0319L
1136,ENSG00000236274,AC004865.1
1137,ENSG00000020129,NCDN
1138,ENSG00000239636,AC004865.2
1139,ENSG00000116819,TFAP2E
1140,ENSG00000126067,PSMB2
1141,ENSG00000142686,C1orf216
1142,ENSG00000092853,CLSPN
1143,ENSG00000232335,AL354864.1
1144,ENSG00000134698,AGO4
1145,ENSG00000092847,AGO1
1146,ENSG00000271164,AL139286.1
1147,ENSG00000271914,AL139286.2
1148,ENSG00000126070,AGO3
1149,ENSG00000271554,AL138787.2
1150,ENSG00000232862,AL138787.1
1151,ENSG00000092850,TEKT2
1152,ENSG00000116863,ADPRHL2
1153,ENSG00000171812,COL8A2
1154,ENSG00000054116,TRAPPC3
1155,ENSG00000116871,MAP7D1
1156,ENSG00000264592,RN7SL131P
1157,ENSG00000054118,THRAP3
1158,ENSG00000231849,UBE2V2P4
1159,ENSG00000214193,SH3D21
1160,ENSG00000142694,EVA1B
1161,ENSG00000116883,AL591845.1
1162,ENSG00000196182,STK40
1163,ENSG00000181817,LSM10
1164,ENSG00000222821,RNU4-27P
1165,ENSG00000116885,OSCP1
1166,ENSG00000201448,SNORA63C
1167,ENSG00000116898,MRPS15
1168,ENSG00000119535,CSF3R
1169,ENSG00000230214,FTLP18
1170,ENSG00000284705,AL596257.1
1171,ENSG00000284720,AC117945.2
1172,ENSG00000234481,AC117945.1
1173,ENSG00000163873,GRIK3
1174,ENSG00000284650,AL031430.1
1175,ENSG00000264698,MIR4255
1176,ENSG00000207328,RNU6-636P
1177,ENSG00000223944,AL353604.1
1178,ENSG00000252368,RNA5SP43
1179,ENSG00000230451,RPS29P6
1180,ENSG00000233621,LINC01137
1181,ENSG00000163874,ZC3H12A
1182,ENSG00000283724,MIR6732
1183,ENSG00000163875,MEAF6
1184,ENSG00000263675,MIR5581
1185,ENSG00000163877,SNIP1
1186,ENSG00000232273,FTH1P1
1187,ENSG00000237749,AL034379.1
1188,ENSG00000163879,DNALI1
1189,ENSG00000134697,GNL2
1190,ENSG00000284748,AL513220.1
1191,ENSG00000169218,RSPO1
1192,ENSG00000116922,C1orf109
1193,ENSG00000134690,CDCA8
1194,ENSG00000183317,EPHA10
1195,ENSG00000200421,RF00019
1196,ENSG00000214141,ACTN4P2
1197,ENSG00000227416,AL929472.1
1198,ENSG00000185090,MANEAL
1199,ENSG00000233728,AL929472.3
1200,ENSG00000196449,YRDC
1201,ENSG00000197982,C1orf122
1202,ENSG00000188786,MTF1
1203,ENSG00000235673,AL929472.4
1204,ENSG00000230955,AL929472.2
1205,ENSG00000204084,INPP5B
1206,ENSG00000252448,RF00092
1207,ENSG00000222282,RNU6-584P
1208,ENSG00000277168,RF00017
1209,ENSG00000183431,SF3A3
1210,ENSG00000212541,RNU6-510P
1211,ENSG00000183386,FHL3
1212,ENSG00000183520,UTP11
1213,ENSG00000185668,POU3F1
1214,ENSG00000224592,AL139158.2
1215,ENSG00000223589,AL139158.1
1216,ENSG00000265596,MIR3659
1217,ENSG00000284623,AL139158.3
1218,ENSG00000237290,LINC01343
1219,ENSG00000275350,AL513479.1
1220,ENSG00000200796,RNU6-753P
1221,ENSG00000238063,LINC01685
1222,ENSG00000215895,AL354702.1
1223,ENSG00000284632,AL354702.2
1224,ENSG00000116954,RRAGC
1225,ENSG00000273637,AL139260.2
1226,ENSG00000228436,AL139260.1
1227,ENSG00000214114,MYCBP
1228,ENSG00000274944,GJA9-MYCBP
1229,ENSG00000131233,GJA9
1230,ENSG00000158315,RHBDL2
1231,ENSG00000199963,RNU6-605P
1232,ENSG00000207466,RF00019
1233,ENSG00000235549,EIF1P2
1234,ENSG00000174574,AKIRIN1
1235,ENSG00000168653,NDUFS5
1236,ENSG00000127603,MACF1
1237,ENSG00000206654,RNU6-608P
1238,ENSG00000222378,RNA5SP44
1239,ENSG00000270040,AL356055.1
1240,ENSG00000226438,AL442071.1
1241,ENSG00000217897,HSPE1P8
1242,ENSG00000183682,BMP8A
1243,ENSG00000237624,OXCT2P1
1244,ENSG00000243970,PPIEL
1245,ENSG00000090621,PABPC4
1246,ENSG00000228060,AL365277.1
1247,ENSG00000201457,SNORA55
1248,ENSG00000163909,HEYL
1249,ENSG00000225903,AL035404.2
1250,ENSG00000116981,NT5C1A
1251,ENSG00000116983,HPCAL4
1252,ENSG00000084072,PPIE
1253,ENSG00000225333,AL035404.1
1254,ENSG00000252413,RNU7-121P
1255,ENSG00000116985,BMP8B
1256,ENSG00000198754,OXCT2
1257,ENSG00000285905,AL033527.6
1258,ENSG00000261798,AL033527.3
1259,ENSG00000229213,AL033527.1
1260,ENSG00000284719,AL033527.5
1261,ENSG00000284678,AL033527.4
1262,ENSG00000043514,TRIT1
1263,ENSG00000202222,RF00019
1264,ENSG00000116990,MYCL
1265,ENSG00000236546,AL033527.2
1266,ENSG00000207356,RF00019
1267,ENSG00000168389,MFSD2A
1268,ENSG00000228477,AL663070.1
1269,ENSG00000131236,CAP1
1270,ENSG00000131238,PPT1
1271,ENSG00000226745,AL512599.1
1272,ENSG00000117000,RLF
1273,ENSG00000207508,RNU6-1237P
1274,ENSG00000188800,TMCO2
1275,ENSG00000259943,AL050341.2
1276,ENSG00000084073,ZMPSTE24
1277,ENSG00000231296,AL050341.1
1278,ENSG00000049089,COL9A2
1279,ENSG00000227311,AL031985.2
1280,ENSG00000084070,SMAP2
1281,ENSG00000213172,AL031985.1
1282,ENSG00000284677,AL031985.4
1283,ENSG00000187801,ZFP69B
1284,ENSG00000260920,AL031985.3
1285,ENSG00000279667,AL603839.4
1286,ENSG00000187815,ZFP69
1287,ENSG00000238287,AL603839.3
1288,ENSG00000164002,EXO5
1289,ENSG00000227278,AL603839.1
1290,ENSG00000238186,AL603839.2
1291,ENSG00000117010,ZNF684
1292,ENSG00000236505,AL356379.1
1293,ENSG00000233910,GTF2F2P2
1294,ENSG00000117016,RIMS3
1295,ENSG00000237899,AL031289.1
1296,ENSG00000272145,NFYC-AS1
1297,ENSG00000066136,NFYC
1298,ENSG00000198974,MIR30E
1299,ENSG00000207962,MIR30C1
1300,ENSG00000117013,KCNQ4
1301,ENSG00000264582,RN7SL326P
1302,ENSG00000179862,CITED4
1303,ENSG00000229528,AC119677.1
1304,ENSG00000228940,AL391730.1
1305,ENSG00000233118,UBE2V1P8
1306,ENSG00000171793,CTPS1
1307,ENSG00000281207,SLFNL1-AS1
1308,ENSG00000171790,SLFNL1
1309,ENSG00000010803,SCMH1
1310,ENSG00000215893,RPL23AP17
1311,ENSG00000235358,AC093151.3
1312,ENSG00000213987,AC093151.1
1313,ENSG00000204060,FOXO6
1314,ENSG00000229901,AC093151.2
1315,ENSG00000252563,RNA5SP45
1316,ENSG00000127129,EDN2
1317,ENSG00000127124,HIVEP3
1318,ENSG00000230881,AL445933.2
1319,ENSG00000230638,AL445933.1
1320,ENSG00000284895,AC119676.1
1321,ENSG00000227538,HNRNPFP1
1322,ENSG00000228776,AC114492.1
1323,ENSG00000044012,GUCA2B
1324,ENSG00000197273,GUCA2A
1325,ENSG00000198815,FOXJ3
1326,ENSG00000227527,AC096540.1
1327,ENSG00000177181,RIMKLA
1328,ENSG00000235002,AL513331.1
1329,ENSG00000066185,ZMYND12
1330,ENSG00000127125,PPCS
1331,ENSG00000186409,CCDC30
1332,ENSG00000230116,AL445669.1
1333,ENSG00000236876,TMSB4XP1
1334,ENSG00000200254,RNU6-536P
1335,ENSG00000236180,AL445669.2
1336,ENSG00000171960,PPIH
1337,ENSG00000285728,AC098484.4
1338,ENSG00000234917,AC098484.2
1339,ENSG00000065978,YBX1
1340,ENSG00000164007,CLDN19
1341,ENSG00000117385,P3H1
1342,ENSG00000164008,C1orf50
1343,ENSG00000283580,AC098484.3
1344,ENSG00000228452,AC098484.1
1345,ENSG00000274386,TMEM269
1346,ENSG00000177868,SVBP
1347,ENSG00000164010,ERMAP
1348,ENSG00000228192,AL512353.1
1349,ENSG00000164011,ZNF691
1350,ENSG00000233708,AL512353.2
1351,ENSG00000237090,AL512353.3
1352,ENSG00000225099,ATP6V1E1P1
1353,ENSG00000117394,SLC2A1
1354,ENSG00000284138,ATP6V0CP4
1355,ENSG00000227533,SLC2A1-AS1
1356,ENSG00000283973,AC099795.1
1357,ENSG00000207256,RNU6-880P
1358,ENSG00000283136,RF00026
1359,ENSG00000277513,AL161637.1
1360,ENSG00000186973,FAM183A
1361,ENSG00000117395,EBNA1BP2
1362,ENSG00000284410,MIR6733
1363,ENSG00000243710,CFAP57
1364,ENSG00000199240,RNA5SP46
1365,ENSG00000179178,TMEM125
1366,ENSG00000253313,C1orf210
1367,ENSG00000066056,TIE1
1368,ENSG00000117400,MPL
1369,ENSG00000234694,AL139289.2
1370,ENSG00000117399,CDC20
1371,ENSG00000066322,ELOVL1
1372,ENSG00000283836,MIR6734
1373,ENSG00000159479,MED8
1374,ENSG00000229431,AL139289.1
1375,ENSG00000198198,SZT2
1376,ENSG00000229372,SZT2-AS1
1377,ENSG00000274975,MIR6735
1378,ENSG00000178922,HYI
1379,ENSG00000229348,HYI-AS1
1380,ENSG00000142949,PTPRF
1381,ENSG00000284989,AL451062.3
1382,ENSG00000066135,KDM4A
1383,ENSG00000236200,KDM4A-AS1
1384,ENSG00000126091,ST3GAL3
1385,ENSG00000229444,AL451062.1
1386,ENSG00000283414,RF00026
1387,ENSG00000233674,AL451062.2
1388,ENSG00000283477,MIR6079
1389,ENSG00000224751,SHMT1P1
1390,ENSG00000117407,ARTN
1391,ENSG00000237950,AL357079.1
1392,ENSG00000117408,IPO13
1393,ENSG00000285649,AL357079.2
1394,ENSG00000132768,DPH2
1395,ENSG00000117410,ATP6V0B
1396,ENSG00000117411,B4GALT2
1397,ENSG00000159214,CCDC24
1398,ENSG00000196517,SLC6A9
1399,ENSG00000230615,AL139220.2
1400,ENSG00000227163,AL139220.1
1401,ENSG00000271647,KRT8P47
1402,ENSG00000239560,RN7SL479P
1403,ENSG00000171872,KLF17
1404,ENSG00000233514,AL356653.1
1405,ENSG00000283039,KLF18
1406,ENSG00000226804,AL359839.1
1407,ENSG00000200171,RF00019
1408,ENSG00000238037,OOSP1P1
1409,ENSG00000227994,AL035417.1
1410,ENSG00000271329,AL035417.2
1411,ENSG00000178028,DMAP1
1412,ENSG00000117419,ERI3
1413,ENSG00000233602,ERI3-IT1
1414,ENSG00000199385,RNU6-369P
1415,ENSG00000187147,RNF220
1416,ENSG00000263381,MIR5584
1417,ENSG00000126106,TMEM53
1418,ENSG00000198520,ARMH1
1419,ENSG00000199377,RNU5F-1
1420,ENSG00000200169,RNU5D-1
1421,ENSG00000142945,KIF2C
1422,ENSG00000225721,AL592166.1
1423,ENSG00000142937,RPS8
1424,ENSG00000264294,SNORD55
1425,ENSG00000200913,SNORD46
1426,ENSG00000202031,SNORD38A
1427,ENSG00000207421,SNORD38B
1428,ENSG00000281859,SNORD38B
1429,ENSG00000234093,RPS15AP11
1430,ENSG00000142959,BEST4
1431,ENSG00000173846,PLK3
1432,ENSG00000188396,TCTEX1D4
1433,ENSG00000222009,BTBD19
1434,ENSG00000117425,PTCH2
1435,ENSG00000202444,RNU5E-6P
1436,ENSG00000226499,AL136380.1
1437,ENSG00000070785,EIF2B3
1438,ENSG00000253039,RNA5SP47
1439,ENSG00000229815,CCNB1IP1P1
1440,ENSG00000232369,PPIAP35
1441,ENSG00000268949,MRPS17P1
1442,ENSG00000126107,HECTD3
1443,ENSG00000126088,UROD
1444,ENSG00000162415,ZSWIM5
1445,ENSG00000234315,OSTCP5
1446,ENSG00000281912,LINC01144
1447,ENSG00000186603,HPDL
1448,ENSG00000132781,MUTYH
1449,ENSG00000132773,TOE1
1450,ENSG00000070759,TESK2
1451,ENSG00000236872,PPIAP36
1452,ENSG00000280670,CCDC163
1453,ENSG00000132763,MMACHC
1454,ENSG00000117450,PRDX1
1455,ENSG00000234379,HMGB1P48
1456,ENSG00000117448,AKR1A1
1457,ENSG00000281133,AL355480.3
1458,ENSG00000280836,AL355480.1
1459,ENSG00000132780,NASP
1460,ENSG00000281112,AL355480.2
1461,ENSG00000281825,AL355480.4
1462,ENSG00000159588,CCDC17
1463,ENSG00000159592,GPBP1L1
1464,ENSG00000225447,RPS15AP10
1465,ENSG00000234329,AL604028.2
1466,ENSG00000159596,TMEM69
1467,ENSG00000197429,IPP
1468,ENSG00000230896,AL604028.1
1469,ENSG00000236111,AL603882.1
1470,ENSG00000086015,MAST2
1471,ENSG00000232467,TMA16P2
1472,ENSG00000117461,PIK3R3
1473,ENSG00000278139,AL358075.4
1474,ENSG00000226957,AL358075.1
1475,ENSG00000233114,AL358075.3
1476,ENSG00000227857,AL358075.2
1477,ENSG00000117472,TSPAN1
1478,ENSG00000250719,AL672043.1
1479,ENSG00000085998,POMGNT1
1480,ENSG00000171357,LURAP1
1481,ENSG00000085999,RAD54L
1482,ENSG00000132128,LRRC41
1483,ENSG00000173660,UQCRH
1484,ENSG00000117481,NSUN4
1485,ENSG00000225779,AL122001.1
1486,ENSG00000117480,FAAH
1487,ENSG00000232022,FAAHP1
1488,ENSG00000224863,LINC01398
1489,ENSG00000197587,DMBX1
1490,ENSG00000282881,AL136373.1
1491,ENSG00000269956,MKNK1-AS1
1492,ENSG00000162456,KNCN
1493,ENSG00000079277,MKNK1
1494,ENSG00000142961,MOB3C
1495,ENSG00000123472,ATPAF1
1496,ENSG00000233647,NENFP1
1497,ENSG00000186118,TEX38
1498,ENSG00000228237,EFCAB14-AS1
1499,ENSG00000159658,EFCAB14
1500,ENSG00000236476,AL593856.1
1501,ENSG00000142973,CYP4B1
1502,ENSG00000154198,CYP4Z2P
1503,ENSG00000238145,AL731892.1
1504,ENSG00000187048,CYP4A11
1505,ENSG00000259832,CYP4A26P
1506,ENSG00000261196,CYP4A43P
1507,ENSG00000261593,CYP4A27P
1508,ENSG00000261290,CYP4A44P
1509,ENSG00000186377,CYP4X1
1510,ENSG00000186160,CYP4Z1
1511,ENSG00000225154,AL450996.1
1512,ENSG00000225506,CYP4A22-AS1
1513,ENSG00000162365,CYP4A22
1514,ENSG00000225514,MTND1P34
1515,ENSG00000224805,LINC00853
1516,ENSG00000162366,PDZK1IP1
1517,ENSG00000162367,TAL1
1518,ENSG00000226252,AL135960.1
1519,ENSG00000123473,STIL
1520,ENSG00000162368,CMPK1
1521,ENSG00000225762,LINC01389
1522,ENSG00000186790,FOXE3
1523,ENSG00000237424,FOXD2-AS1
1524,ENSG00000186564,FOXD2
1525,ENSG00000271355,AL356458.1
1526,ENSG00000229554,RPL21P24
1527,ENSG00000227883,ATP6V0E1P4
1528,ENSG00000227947,LINC01738
1529,ENSG00000269113,TRABD2B
1530,ENSG00000223814,AL691459.1
1531,ENSG00000225028,AC096541.1
1532,ENSG00000226133,AL356289.1
1533,ENSG00000231413,AL356289.2
1534,ENSG00000237180,CYP46A4P
1535,ENSG00000242267,SKINT1L
1536,ENSG00000279096,AL356289.3
1537,ENSG00000223720,AL109659.1
1538,ENSG00000117834,SLC5A9
1539,ENSG00000272491,AL109659.2
1540,ENSG00000279214,AL109659.3
1541,ENSG00000132122,SPATA6
1542,ENSG00000224986,PPP1R8P1
1543,ENSG00000206700,RNU6-723P
1544,ENSG00000235105,AL356968.2
1545,ENSG00000223175,RNU4-61P
1546,ENSG00000232514,AL356968.1
1547,ENSG00000186094,AGBL4
