,gene_id,gene_name
43922,ENSG00000261231,LINC02133
43923,ENSG00000260497,AC141846.1
43924,ENSG00000261325,LINC02192
43925,ENSG00000260450,LINC02134
43926,ENSG00000261017,AC096996.1
43927,ENSG00000140798,ABCC12
43928,ENSG00000261538,AC096996.2
43929,ENSG00000121270,ABCC11
43930,ENSG00000102910,LONP2
43931,ENSG00000240793,UBA52P8
43932,ENSG00000280067,AC023818.1
43933,ENSG00000196470,SIAH1
43934,ENSG00000275909,RF00017
43935,ENSG00000261802,AC026470.3
43936,ENSG00000260688,AC026470.1
43937,ENSG00000260347,MOCS1P1
43938,ENSG00000102921,N4BP1
43939,ENSG00000261267,AC026470.2
43940,ENSG00000243609,RPS2P44
43941,ENSG00000260033,AC023813.2
43942,ENSG00000259912,AC023813.1
43943,ENSG00000260086,AC007611.1
43944,ENSG00000260052,AC023813.3
43945,ENSG00000272545,AC023813.4
43946,ENSG00000260726,KLF8P1
43947,ENSG00000222170,RNU6-257P
43948,ENSG00000260184,AC023827.1
43949,ENSG00000260067,MTND4LP25
43950,ENSG00000261421,AC044798.1
43951,ENSG00000261815,AC044798.2
43952,ENSG00000102924,CBLN1
43953,ENSG00000279249,AC007614.1
43954,ENSG00000280189,AC007614.2
43955,ENSG00000166152,C16orf78
43956,ENSG00000262950,AC007861.1
43957,ENSG00000263110,AC007861.2
43958,ENSG00000261623,LINC02179
43959,ENSG00000102935,ZNF423
43960,ENSG00000260089,ADAM3B
43961,ENSG00000260024,MRPS21P7
43962,ENSG00000280131,AC027348.2
43963,ENSG00000259978,MRPS21P8
43964,ENSG00000275155,AC027348.1
43965,ENSG00000279842,AC007603.2
43966,ENSG00000261751,AC007603.1
43967,ENSG00000244551,RPL34P29
43968,ENSG00000283365,AC007603.3
43969,ENSG00000205423,CNEP1R1
43970,ENSG00000259843,AC007610.1
43971,ENSG00000261835,AC007610.3
43972,ENSG00000273829,RF00017
43973,ENSG00000260298,ACTG1P16
43974,ENSG00000155393,HEATR3
43975,ENSG00000279356,AC007610.4
43976,ENSG00000202124,RNY4P3
43977,ENSG00000260381,AC007610.2
43978,ENSG00000260031,RPL10P14
43979,ENSG00000252526,RF00156
43980,ENSG00000121274,TENT4B
43981,ENSG00000121281,ADCY7
43982,ENSG00000274969,MIR6771
43983,ENSG00000166164,BRD7
43984,ENSG00000261393,AC007493.2
43985,ENSG00000261092,LINC02178
43986,ENSG00000260573,AC007493.1
43987,ENSG00000140807,NKD1
43988,ENSG00000260029,AC007608.2
43989,ENSG00000278909,AC007608.4
43990,ENSG00000205414,AC007608.1
43991,ENSG00000260249,AC007608.3
43992,ENSG00000167208,SNX20
43993,ENSG00000167207,NOD2
43994,ENSG00000270120,AC007728.3
43995,ENSG00000261644,AC007728.2
43996,ENSG00000083799,CYLD
43997,ENSG00000264947,MIR3181
43998,ENSG00000260616,AC007728.1
43999,ENSG00000261703,LINC02168
44000,ENSG00000261241,LINC02128
44001,ENSG00000260042,AC025810.1
44002,ENSG00000199771,RNA5SP426
44003,ENSG00000261637,LINC02127
44004,ENSG00000260605,AC027688.1
44005,ENSG00000260620,AC027688.2
44006,ENSG00000261282,SOD1P2
44007,ENSG00000103449,SALL1
44008,ENSG00000261238,AC009166.1
44009,ENSG00000285367,AC087564.1
44010,ENSG00000280344,AC009166.2
44011,ENSG00000261047,AC137527.1
44012,ENSG00000260818,UNGP1
44013,ENSG00000260850,AC007344.1
44014,ENSG00000224578,HNRNPA1P48
44015,ENSG00000223168,RN7SKP142
44016,ENSG00000260057,LINC01571
44017,ENSG00000261190,C16orf97
44018,ENSG00000261470,AC009039.1
44019,ENSG00000279779,AC009039.2
44020,ENSG00000260268,LINC00919
44021,ENSG00000261749,LINC02180
44022,ENSG00000260975,AC007333.2
44023,ENSG00000260478,AC007333.1
44024,ENSG00000260887,CASC22
44025,ENSG00000279427,AC007490.1
44026,ENSG00000103460,TOX3
44027,ENSG00000249231,CASC16
44028,ENSG00000285800,AC026462.5
44029,ENSG00000260963,AC026462.3
44030,ENSG00000260393,AC026462.2
44031,ENSG00000261261,AC026462.4
44032,ENSG00000234337,AC026462.1
44033,ENSG00000260326,PHBP21
44034,ENSG00000260258,AC007346.1
44035,ENSG00000260939,AC007346.2
44036,ENSG00000277639,AC007906.2
44037,ENSG00000177200,CHD9
44038,ENSG00000261291,AC007906.1
44039,ENSG00000280227,AC079416.3
44040,ENSG00000261056,AC079416.1
44041,ENSG00000279589,AC079416.2
44042,ENSG00000238645,RF01210
44043,ENSG00000202193,RNA5SP427
44044,ENSG00000259962,AC007342.2
44045,ENSG00000260078,AC007342.3
44046,ENSG00000261804,AC007342.4
44047,ENSG00000262714,AC007342.5
44048,ENSG00000279741,AC007342.8
44049,ENSG00000280027,AC007342.9
44050,ENSG00000103479,RBL2
44051,ENSG00000252569,RNU6-1153P
44052,ENSG00000259926,AC007342.1
44053,ENSG00000279344,AC007342.6
44054,ENSG00000279722,AC007342.7
44055,ENSG00000166971,AKTIP
44056,ENSG00000103494,RPGRIP1L
44057,ENSG00000275191,AC007497.1
44058,ENSG00000140718,FTO
44059,ENSG00000261630,AC007496.2
44060,ENSG00000280392,AC007496.3
44061,ENSG00000260194,AC007496.1
44062,ENSG00000261049,AC007347.1
44063,ENSG00000280454,AC007347.2
44064,ENSG00000259759,AC007907.1
44065,ENSG00000259517,LINC02169
44066,ENSG00000177508,IRX3
44067,ENSG00000283689,AC018553.2
44068,ENSG00000277559,AC018553.1
44069,ENSG00000261803,LINC02140
44070,ENSG00000283304,LINC02183
44071,ENSG00000283258,AC007491.1
44072,ENSG00000245694,CRNDE
44073,ENSG00000176842,IRX5
44074,ENSG00000259711,AC106738.1
44075,ENSG00000259725,AC106738.2
44076,ENSG00000260147,MTND5P34
44077,ENSG00000285775,AC109136.1
44078,ENSG00000259283,AC109462.1
44079,ENSG00000239555,RN7SL841P
44080,ENSG00000283423,AC109462.3
44081,ENSG00000159387,IRX6
44082,ENSG00000263207,AC109462.2
44083,ENSG00000240760,RPL31P56
44084,ENSG00000087245,MMP2
44085,ENSG00000274508,AC007336.2
44086,ENSG00000260135,MMP2-AS1
44087,ENSG00000279030,AC007336.3
44088,ENSG00000087253,LPCAT2
44089,ENSG00000261997,AC007336.1
44090,ENSG00000256812,CAPNS2
44091,ENSG00000103546,SLC6A2
44092,ENSG00000278928,AC136621.1
44093,ENSG00000260765,CES1P2
44094,ENSG00000228695,CES1P1
44095,ENSG00000198848,CES1
44096,ENSG00000159398,CES5A
44097,ENSG00000246379,AC007495.1
44098,ENSG00000279523,AC040168.1
44099,ENSG00000260041,AC007495.2
44100,ENSG00000087258,GNAO1
44101,ENSG00000261439,DKFZP434H168
44102,ENSG00000265281,MIR3935
44103,ENSG00000260198,AC009102.1
44104,ENSG00000279764,AC009102.3
44105,ENSG00000272372,AC009102.2
44106,ENSG00000159461,AMFR
44107,ENSG00000260621,AC092140.1
44108,ENSG00000167005,NUDT21
44109,ENSG00000087263,OGFOD1
44110,ENSG00000274031,AC092140.2
44111,ENSG00000125124,BBS2
44112,ENSG00000102891,MT4
44113,ENSG00000087250,MT3
44114,ENSG00000125148,MT2A
44115,ENSG00000260823,AC026461.3
44116,ENSG00000260549,MT1L
44117,ENSG00000169715,MT1E
44118,ENSG00000205364,MT1M
44119,ENSG00000255986,MT1JP
44120,ENSG00000205362,MT1A
44121,ENSG00000205361,MT1DP
44122,ENSG00000205360,MT1CP
44123,ENSG00000259923,AC026461.2
44124,ENSG00000169688,MT1B
44125,ENSG00000198417,MT1F
44126,ENSG00000125144,MT1G
44127,ENSG00000205358,MT1H
44128,ENSG00000275691,MT1IP
44129,ENSG00000187193,MT1X
44130,ENSG00000259827,AC026461.1
44131,ENSG00000261429,DPPA2P4
44132,ENSG00000261302,AC106779.1
44133,ENSG00000102900,NUP93
44134,ENSG00000207649,MIR138-2
44135,ENSG00000070915,SLC12A3
44136,ENSG00000283471,MIR6863
44137,ENSG00000243988,RPS24P17
44138,ENSG00000051108,HERPUD1
44139,ENSG00000261270,AC012181.2
44140,ENSG00000261114,AC012181.1
44141,ENSG00000087237,CETP
44142,ENSG00000140853,NLRC5
44143,ENSG00000259922,AC023825.1
44144,ENSG00000260145,AC023825.2
44145,ENSG00000260148,AC009090.2
44146,ENSG00000140848,CPNE2
44147,ENSG00000279019,AC009090.4
44148,ENSG00000279803,AC009090.5
44149,ENSG00000172775,FAM192A
44150,ENSG00000285979,AC009090.6
44151,ENSG00000159579,RSPRY1
44152,ENSG00000102931,ARL2BP
44153,ENSG00000276663,AC009090.3
44154,ENSG00000260038,AC009090.1
44155,ENSG00000102934,PLLP
44156,ENSG00000260965,RPL23AP91
44157,ENSG00000271456,AC108081.1
44158,ENSG00000102962,CCL22
44159,ENSG00000006210,CX3CL1
44160,ENSG00000102970,CCL17
44161,ENSG00000005194,CIAPIN1
44162,ENSG00000088682,COQ9
44163,ENSG00000260345,AC009052.1
44164,ENSG00000102978,POLR2C
44165,ENSG00000125170,DOK4
44166,ENSG00000135736,CCDC102A
44167,ENSG00000159618,ADGRG5
44168,ENSG00000260828,HMGB3P32
44169,ENSG00000205336,ADGRG1
44170,ENSG00000261633,AC018552.3
44171,ENSG00000182885,ADGRG3
44172,ENSG00000260467,AC018552.2
44173,ENSG00000159625,DRC7
44174,ENSG00000260438,AC018552.1
44175,ENSG00000140854,KATNB1
44176,ENSG00000140859,KIFC3
44177,ENSG00000276166,AC092118.2
44178,ENSG00000274816,MIR6772
44179,ENSG00000187185,AC092118.1
44180,ENSG00000206833,RNU6-20P
44181,ENSG00000070729,CNGB1
44182,ENSG00000159648,TEPP
44183,ENSG00000166188,ZNF319
44184,ENSG00000103005,USB1
44185,ENSG00000102996,MMP15
44186,ENSG00000207173,RF00019
44187,ENSG00000261151,AC012182.1
44188,ENSG00000070761,CFAP20
44189,ENSG00000260545,AC026771.1
44190,ENSG00000260927,AC009107.2
44191,ENSG00000070770,CSNK2A2
44192,ENSG00000260867,AC009107.1
44193,ENSG00000240863,RN7SL645P
44194,ENSG00000103021,CCDC113
44195,ENSG00000103023,PRSS54
44196,ENSG00000181938,GINS3
44197,ENSG00000212379,RNU6-269P
44198,ENSG00000261078,AC009118.1
44199,ENSG00000252271,RNU6-1110P
44200,ENSG00000276131,AC009118.2
44201,ENSG00000260186,LINC02137
44202,ENSG00000103034,NDRG4
44203,ENSG00000200556,RNU6-103P
44204,ENSG00000103037,SETD6
44205,ENSG00000125107,CNOT1
44206,ENSG00000276259,AC009118.3
44207,ENSG00000207493,SNORA46
44208,ENSG00000206952,SNORA50A
44209,ENSG00000281910,SNORA50A
44210,ENSG00000260865,AC010287.1
44211,ENSG00000103042,SLC38A7
44212,ENSG00000279889,AC012183.1
44213,ENSG00000125166,GOT2
44214,ENSG00000245768,AC092378.1
44215,ENSG00000200424,RNU6-1155P
44216,ENSG00000244003,RN7SL143P
44217,ENSG00000260451,GEMIN8P2
44218,ENSG00000242423,RPL12P36
44219,ENSG00000261638,AC092378.2
44220,ENSG00000275808,RF00017
44221,ENSG00000244043,RPS27P27
44222,ENSG00000261144,AC092121.1
44223,ENSG00000200062,RNU4-58P
44224,ENSG00000270222,DUXAP11
44225,ENSG00000260240,APOOP5
44226,ENSG00000261807,LINC02141
44227,ENSG00000261278,AC009094.1
44228,ENSG00000261590,AC018554.2
44229,ENSG00000278499,AC018554.3
44230,ENSG00000261436,AC018554.1
44231,ENSG00000261310,AC009081.1
44232,ENSG00000259844,GNPATP
44233,ENSG00000261178,AC009169.1
44234,ENSG00000224631,RPS27AP16
44235,ENSG00000150394,CDH8
44236,ENSG00000260600,AC092125.1
44237,ENSG00000201289,RN7SKP76
44238,ENSG00000260115,AC012174.1
44239,ENSG00000207441,RNU6-21P
44240,ENSG00000280261,AC009161.2
44241,ENSG00000237901,AC009161.1
44242,ENSG00000231589,AC009110.1
44243,ENSG00000260332,AC010546.1
44244,ENSG00000261502,AC040174.1
44245,ENSG00000269986,AC040174.2
44246,ENSG00000261199,UBE2FP2
44247,ENSG00000260658,AC138305.1
44248,ENSG00000241808,RPS15AP34
44249,ENSG00000261743,AC138305.2
44250,ENSG00000279225,AC138305.3
44251,ENSG00000259864,AC018846.1
44252,ENSG00000261014,LINC02165
44253,ENSG00000261653,AC092337.1
44254,ENSG00000260715,AC093536.2
44255,ENSG00000261028,AC012322.1
44256,ENSG00000260668,AC093536.1
44257,ENSG00000259846,AC092131.1
44258,ENSG00000260187,PPIAP48
44259,ENSG00000260068,AC009101.1
44260,ENSG00000140937,CDH11
44261,ENSG00000278893,AC010533.1
44262,ENSG00000259847,LINC02126
44263,ENSG00000260834,AC009055.2
44264,ENSG00000260364,AC009055.1
44265,ENSG00000261742,LINC00922
44266,ENSG00000261818,AC092138.2
44267,ENSG00000260004,AC092138.1
44268,ENSG00000260695,AC022164.1
44269,ENSG00000261234,AC025281.1
44270,ENSG00000201999,RNA5SP428
44271,ENSG00000179776,CDH5
44272,ENSG00000246898,LINC00920
44273,ENSG00000166546,BEAN1
44274,ENSG00000260146,AC132186.1
44275,ENSG00000261656,BEAN1-AS1
44276,ENSG00000260851,AC010542.3
44277,ENSG00000166548,TK2
44278,ENSG00000260755,AC010542.2
44279,ENSG00000261519,AC010542.4
44280,ENSG00000275745,RF00019
44281,ENSG00000217555,CKLF
44282,ENSG00000254788,CKLF-CMTM1
44283,ENSG00000277978,AC010542.5
44284,ENSG00000089505,CMTM1
44285,ENSG00000140932,CMTM2
44286,ENSG00000260650,AC010542.1
44287,ENSG00000140931,CMTM3
44288,ENSG00000183723,CMTM4
44289,ENSG00000135720,DYNC1LI2
44290,ENSG00000260465,AC018557.1
44291,ENSG00000260558,AC018557.2
44292,ENSG00000246777,AC044802.1
44293,ENSG00000249961,TERB1
44294,ENSG00000159593,NAE1
44295,ENSG00000258122,AC044802.2
44296,ENSG00000168748,CA7
44297,ENSG00000172840,PDP2
44298,ENSG00000166589,CDH16
44299,ENSG00000166592,RRAD
44300,ENSG00000166595,CIAO2B
44301,ENSG00000172831,CES2
44302,ENSG00000265408,AC009084.1
44303,ENSG00000280416,AC009084.3
44304,ENSG00000172828,CES3
44305,ENSG00000172824,CES4A
44306,ENSG00000280334,AC009084.2
44307,ENSG00000265918,RN7SL543P
44308,ENSG00000067955,CBFB
44309,ENSG00000125149,C16orf70
44310,ENSG00000237172,B3GNT9
44311,ENSG00000102871,TRADD
44312,ENSG00000135722,FBXL8
44313,ENSG00000265690,AC074143.1
44314,ENSG00000102878,HSF4
44315,ENSG00000140939,NOL3
44316,ENSG00000196123,KIAA0895L
44317,ENSG00000179044,EXOC3L1
44318,ENSG00000205250,E2F4
44319,ENSG00000102890,ELMO3
44320,ENSG00000207948,MIR328
44321,ENSG00000280163,AC040160.2
44322,ENSG00000125122,LRRC29
44323,ENSG00000168701,TMEM208
44324,ENSG00000135723,FHOD1
44325,ENSG00000135740,SLC9A5
44326,ENSG00000262691,AC040160.1
44327,ENSG00000196155,PLEKHG4
44328,ENSG00000168676,KCTD19
44329,ENSG00000201201,RN7SKP118
44330,ENSG00000159708,LRRC36
44331,ENSG00000159713,TPPP3
44332,ENSG00000239194,RNU1-123P
44333,ENSG00000159714,ZDHHC1
44334,ENSG00000176387,HSD11B2
44335,ENSG00000261320,AC009061.1
44336,ENSG00000159720,ATP6V0D1
44337,ENSG00000270049,AC009061.2
44338,ENSG00000159723,AGRP
44339,ENSG00000276075,AC027682.6
44340,ENSG00000039523,RIPOR1
44341,ENSG00000261396,AC027682.5
44342,ENSG00000259945,AC027682.2
44343,ENSG00000260894,AC027682.3
44344,ENSG00000261386,AC027682.4
44345,ENSG00000280214,AC027682.7
44346,ENSG00000259804,AC027682.1
44347,ENSG00000102974,CTCF
44348,ENSG00000237718,AC009095.1
44349,ENSG00000159753,CARMIL2
44350,ENSG00000102977,ACD
44351,ENSG00000102981,PARD6A
44352,ENSG00000124074,ENKD1
44353,ENSG00000159761,C16orf86
44354,ENSG00000141098,GFOD2
44355,ENSG00000141084,RANBP10
44356,ENSG00000270165,AC010530.1
44357,ENSG00000102904,TSNAXIP1
44358,ENSG00000102901,CENPT
44359,ENSG00000168286,THAP11
44360,ENSG00000102898,NUTF2
44361,ENSG00000262141,AC040162.2
44362,ENSG00000038358,EDC4
44363,ENSG00000263126,AC040162.3
44364,ENSG00000188038,NRN1L
44365,ENSG00000159792,PSKH1
44366,ENSG00000141086,CTRL
44367,ENSG00000261884,AC040162.1
44368,ENSG00000205220,PSMB10
44369,ENSG00000213398,LCAT
44370,ENSG00000124067,SLC12A4
44371,ENSG00000141096,DPEP3
44372,ENSG00000167261,DPEP2
44373,ENSG00000167264,DUS2
44374,ENSG00000262962,KARSP3
44375,ENSG00000263201,DPEP2NB
44376,ENSG00000202336,RNU6-359P
44377,ENSG00000182810,DDX28
44378,ENSG00000261864,AC130462.1
44379,ENSG00000072736,NFATC3
44380,ENSG00000201850,RF00019
44381,ENSG00000212445,RF00554
44382,ENSG00000262514,AC020978.6
44383,ENSG00000279621,AC020978.8
44384,ENSG00000240435,RPS12P27
44385,ENSG00000260891,AC020978.3
44386,ENSG00000263276,AC020978.7
44387,ENSG00000262160,AC020978.5
44388,ENSG00000103067,ESRP2
44389,ENSG00000284259,MIR6773
44390,ENSG00000261469,AC020978.4
44391,ENSG00000103066,PLA2G15
44392,ENSG00000260441,AC020978.2
44393,ENSG00000103064,SLC7A6
44394,ENSG00000252026,RNU6-1262P
44395,ENSG00000103061,SLC7A6OS
44396,ENSG00000279649,AC020978.9
44397,ENSG00000132600,PRMT7
44398,ENSG00000259797,AC020978.1
44399,ENSG00000222177,RNU4-30P
44400,ENSG00000103056,SMPD3
44401,ENSG00000279693,AC099521.2
44402,ENSG00000274698,AC099521.1
44403,ENSG00000199263,RF00019
44404,ENSG00000241334,RPL35AP33
44405,ENSG00000184939,ZFP90
44406,ENSG00000201164,RNU4-36P
44407,ENSG00000260084,AC126773.1
44408,ENSG00000275383,AC126773.4
44409,ENSG00000252040,RF01233
44410,ENSG00000252640,RF01233
44411,ENSG00000062038,CDH3
44412,ENSG00000260577,AC126773.2
44413,ENSG00000260860,AC126773.3
44414,ENSG00000261395,HSPE1P5
44415,ENSG00000039068,CDH1
44416,ENSG00000200558,RNA5SP429
44417,ENSG00000260798,AC099314.1
44418,ENSG00000260459,FTLP14
44419,ENSG00000103047,TANGO6
44420,ENSG00000199979,RF00019
44421,ENSG00000275504,RF00066
44422,ENSG00000260999,AC009137.1
44423,ENSG00000266801,AC009137.2
44424,ENSG00000202497,RNU6-898P
44425,ENSG00000271129,AC009027.1
44426,ENSG00000244378,RPS2P45
44427,ENSG00000103044,HAS3
44428,ENSG00000168802,CHTF8
44429,ENSG00000141076,UTP4
44430,ENSG00000207083,RNU6-22P
44431,ENSG00000168807,SNTB2
44432,ENSG00000200164,RF00019
44433,ENSG00000265113,AC026474.1
44434,ENSG00000260914,AC026464.4
44435,ENSG00000132612,VPS4A
44436,ENSG00000213380,COG8
44437,ENSG00000258429,PDF
44438,ENSG00000272617,AC026464.6
44439,ENSG00000260371,AC026464.3
44440,ENSG00000259900,AC026464.1
44441,ENSG00000132603,NIP7
44442,ENSG00000157315,TMED6
44443,ENSG00000132604,TERF2
44444,ENSG00000103018,CYB5B
44445,ENSG00000261527,AC026464.5
44446,ENSG00000260108,AC026464.2
44447,ENSG00000102908,NFAT5
44448,ENSG00000223109,MIR1538
44449,ENSG00000274093,AC009032.1
44450,ENSG00000260772,AC012321.1
44451,ENSG00000181019,NQO1
44452,ENSG00000261602,AC092115.2
44453,ENSG00000262136,AC092115.3
44454,ENSG00000141101,NOB1
44455,ENSG00000260290,AC092115.1
44456,ENSG00000198373,WWP2
44457,ENSG00000252443,RF00091
44458,ENSG00000208017,MIR140
44459,ENSG00000157322,CLEC18A
44460,ENSG00000277003,AC026468.1
44461,ENSG00000196696,PDXDC2P-NPIPB14P
44462,ENSG00000226232,NPIPB14P
44463,ENSG00000255185,PDXDC2P
44464,ENSG00000239118,MIR1972-2
44465,ENSG00000241183,AC009022.1
44466,ENSG00000090857,PDPR
44467,ENSG00000247228,AC009060.1
44468,ENSG00000157335,CLEC18C
44469,ENSG00000261145,AC009060.2
44470,ENSG00000261556,SMG1P7
44471,ENSG00000223496,EXOSC6
44472,ENSG00000090861,AARS
44473,ENSG00000265648,RN7SL279P
44474,ENSG00000157349,DDX19B
44475,ENSG00000260537,AC012184.2
44476,ENSG00000261777,AC012184.3
44477,ENSG00000168872,DDX19A
44478,ENSG00000285710,AC012184.4
44479,ENSG00000157350,ST3GAL2
44480,ENSG00000260111,AC012184.1
44481,ENSG00000240043,RPS27P26
44482,ENSG00000200153,RNU6-23P
44483,ENSG00000157353,FUK
44484,ENSG00000103051,COG4
44485,ENSG00000189091,SF3B3
44486,ENSG00000221514,SNORD111B
44487,ENSG00000221066,SNORD111
44488,ENSG00000157368,IL34
44489,ENSG00000132613,MTSS1L
44490,ENSG00000279569,AC020763.4
44491,ENSG00000103043,VAC14
44492,ENSG00000279412,AC020763.3
44493,ENSG00000260156,AC020763.1
44494,ENSG00000214353,VAC14-AS1
44495,ENSG00000279815,AC020763.5
44496,ENSG00000279122,AC020763.2
44497,ENSG00000279123,AC027281.2
44498,ENSG00000262890,AC027281.1
44499,ENSG00000157423,HYDIN
44500,ENSG00000221725,RNU6ATAC25P
44501,ENSG00000259833,AC138625.2
44502,ENSG00000259798,AC138625.1
44503,ENSG00000180917,CMTR2
44504,ENSG00000261260,AC106736.1
44505,ENSG00000172137,CALB2
44506,ENSG00000261348,LINC02136
44507,ENSG00000262120,AC010547.6
44508,ENSG00000260734,TLE7
44509,ENSG00000262008,AC010547.5
44510,ENSG00000167377,ZNF23
44511,ENSG00000261611,AC010547.4
44512,ENSG00000247324,AC010547.1
44513,ENSG00000157429,ZNF19
44514,ENSG00000260520,AC010547.3
44515,ENSG00000140835,CHST4
44516,ENSG00000260015,AC010547.2
44517,ENSG00000252339,RNU6-1061P
44518,ENSG00000198650,TAT
44519,ENSG00000260886,TAT-AS1
44520,ENSG00000260593,AC009097.2
44521,ENSG00000140832,MARVELD3
44522,ENSG00000040199,PHLPP2
44523,ENSG00000260185,AC009097.1
44524,ENSG00000199301,RNU6-208P
44525,ENSG00000263666,SNORA70D
44526,ENSG00000261513,AC009097.4
44527,ENSG00000260612,AC009097.3
44528,ENSG00000166747,AP1G1
44529,ENSG00000223224,SNORD71
44530,ENSG00000283057,AC010653.3
44531,ENSG00000262140,AC010653.1
44532,ENSG00000224470,ATXN1L
44533,ENSG00000182149,IST1
44534,ENSG00000279592,AC010653.2
44535,ENSG00000102984,ZNF821
44536,ENSG00000261765,AC009127.1
44537,ENSG00000277481,PKD1L3
44538,ENSG00000242176,RPL39P31
44539,ENSG00000263311,AC009127.2
44540,ENSG00000263232,ATP5F1AP3
44541,ENSG00000102967,DHODH
44542,ENSG00000140830,TXNL4B
44543,ENSG00000257017,HP
44544,ENSG00000261701,HPR
44545,ENSG00000260252,AC009087.1
44546,ENSG00000140829,DHX38
44547,ENSG00000118557,PMFBP1
44548,ENSG00000261673,AC009075.1
44549,ENSG00000261774,AC009075.2
44550,ENSG00000261008,LINC01572
44551,ENSG00000283564,RF00026
44552,ENSG00000260664,AC004158.1
44553,ENSG00000259768,AC004943.2
44554,ENSG00000238731,RNU7-90P
44555,ENSG00000261764,KRT18P18
44556,ENSG00000279206,AC004943.3
44557,ENSG00000140836,ZFHX3
44558,ENSG00000259209,AC004943.1
44559,ENSG00000251868,RNU7-71P
44560,ENSG00000279757,AC132068.1
44561,ENSG00000280092,AC002044.3
44562,ENSG00000272330,AC002044.1
44563,ENSG00000279591,AC002044.2
44564,ENSG00000271009,AC116667.1
44565,ENSG00000260880,HCCAT5
44566,ENSG00000284675,AC116667.2
44567,ENSG00000261227,AC140912.1
44568,ENSG00000279120,AC009033.1
44569,ENSG00000258779,LINC01568
44570,ENSG00000260848,AC092114.1
44571,ENSG00000283457,AC087565.2
44572,ENSG00000259817,AC087565.1
44573,ENSG00000284670,AC092128.1
44574,ENSG00000261404,AC138627.1
44575,ENSG00000279420,AC138627.2
44576,ENSG00000279100,AC009120.6
44577,ENSG00000260471,PPIAP49
44578,ENSG00000261248,AC009120.4
44579,ENSG00000275236,AC009120.5
44580,ENSG00000103035,PSMD7
44581,ENSG00000259972,AC009120.2
44582,ENSG00000239763,AC009120.1
44583,ENSG00000260884,AC009120.3
44584,ENSG00000214331,AC009053.1
44585,ENSG00000261079,AC009053.2
44586,ENSG00000196436,NPIPB15
44587,ENSG00000276822,AC009053.4
44588,ENSG00000140839,CLEC18B
44589,ENSG00000261170,AC009053.3
44590,ENSG00000090863,GLG1
44591,ENSG00000251794,RNU6-237P
44592,ENSG00000207525,RF00019
44593,ENSG00000240861,AC009153.1
44594,ENSG00000270945,HSPE1P7
44595,ENSG00000168411,RFWD3
44596,ENSG00000262904,TMPOP2
44597,ENSG00000168404,MLKL
44598,ENSG00000103089,FA2H
44599,ENSG00000261458,AC009132.1
44600,ENSG00000103091,WDR59
44601,ENSG00000186187,ZNRF1
44602,ENSG00000247033,AC099508.1
44603,ENSG00000166816,LDHD
44604,ENSG00000261058,AC099508.2
44605,ENSG00000184517,ZFP1
44606,ENSG00000213318,AC009078.1
44607,ENSG00000168928,CTRB2
44608,ENSG00000168925,CTRB1
44609,ENSG00000240338,AC009078.2
44610,ENSG00000050820,BCAR1
44611,ENSG00000280152,AC009078.3
44612,ENSG00000252101,RNU6-758P
44613,ENSG00000153774,CFDP1
44614,ENSG00000259999,AC009054.1
44615,ENSG00000261783,AC009054.2
44616,ENSG00000252122,RF00598
44617,ENSG00000261717,AC009163.4
44618,ENSG00000274220,AC009163.6
44619,ENSG00000166822,TMEM170A
44620,ENSG00000261476,AC009163.3
44621,ENSG00000183196,CHST6
44622,ENSG00000203472,AC009163.1
44623,ENSG00000273971,AC009163.5
44624,ENSG00000262583,TMEM231P1
44625,ENSG00000260092,AC009163.2
44626,ENSG00000135702,CHST5
44627,ENSG00000205084,TMEM231
44628,ENSG00000259992,AC025287.1
44629,ENSG00000276408,AC025287.2
44630,ENSG00000034713,GABARAPL2
44631,ENSG00000276523,AC025287.3
44632,ENSG00000065457,ADAT1
44633,ENSG00000065427,KARS
44634,ENSG00000166848,TERF2IP
44635,ENSG00000284484,AC025287.4
44636,ENSG00000282757,DUXB
44637,ENSG00000240199,RN7SL520P
44638,ENSG00000261424,ATP5PBP7
44639,ENSG00000283755,CPHXL
44640,ENSG00000261313,AC105430.1
44641,ENSG00000199299,RNA5SP430
44642,ENSG00000260223,AC099511.1
44643,ENSG00000260983,AC010528.1
44644,ENSG00000244485,RPL18P13
44645,ENSG00000152910,CNTNAP4
44646,ENSG00000252814,RN7SKP233
44647,ENSG00000252022,RF00133
44648,ENSG00000261833,AC104151.1
44649,ENSG00000273659,AC108125.1
44650,ENSG00000250514,LINC02125
44651,ENSG00000259995,AC106729.1
44652,ENSG00000266426,MIR4719
44653,ENSG00000260797,AC106734.1
44654,ENSG00000279856,AC106733.1
44655,ENSG00000103111,MON1B
44656,ENSG00000205078,SYCE1L
44657,ENSG00000261063,AC009139.2
44658,ENSG00000226348,VN2R10P
44659,ENSG00000260922,AC009139.1
44660,ENSG00000140873,ADAMTS18
44661,ENSG00000260701,AC025284.1
44662,ENSG00000261154,LINC02131
44663,ENSG00000278862,AC092724.1
44664,ENSG00000140876,NUDT7
44665,ENSG00000261707,AC092134.1
44666,ENSG00000285538,AC092134.3
44667,ENSG00000171724,VAT1L
44668,ENSG00000278926,AC092134.2
44669,ENSG00000261330,PPIAP50
44670,ENSG00000261540,AC079414.1
44671,ENSG00000166509,CLEC3A
44672,ENSG00000260731,KRT8P22
44673,ENSG00000261776,AC079414.2
